#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 181000      7.73e-01    8.06e-01      3.33e-03    2.81e-03      6.13e-02    6.39e-02    1.6e-04
 181100      8.54e-01    7.89e-01      4.42e-04    2.47e-04      6.78e-02    6.26e-02    1.6e-04
 181200      8.50e-01    7.79e-01      4.00e-03    3.65e-03      6.74e-02    6.18e-02    1.6e-04
 181300      7.87e-01    8.86e-01      1.63e-03    1.96e-03      6.24e-02    7.03e-02    1.6e-04
 181400      8.22e-01    7.88e-01      1.11e-03    1.18e-03      6.53e-02    6.25e-02    1.6e-04
 181500      8.98e-01    7.24e-01      1.23e-03    1.02e-03      7.13e-02    5.75e-02    1.6e-04
 181600      7.87e-01    8.29e-01      7.30e-04    2.63e-04      6.25e-02    6.58e-02    1.6e-04
 181700      8.14e-01    8.61e-01      4.97e-03    4.31e-03      6.45e-02    6.82e-02    1.6e-04
 181800      7.98e-01    7.27e-01      2.34e-03    1.99e-03      6.33e-02    5.77e-02    1.6e-04
 181900      8.03e-01    9.63e-01      6.56e-03    5.42e-03      6.34e-02    7.63e-02    1.6e-04
 182000      8.21e-01    7.85e-01      2.45e-03    2.17e-03      6.51e-02    6.23e-02    1.6e-04
 182100      7.90e-01    8.02e-01      3.97e-03    3.56e-03      6.26e-02    6.36e-02    1.6e-04
 182200      8.39e-01    7.62e-01      2.43e-03    2.47e-03      6.66e-02    6.04e-02    1.6e-04
 182300      8.55e-01    7.79e-01      1.87e-03    2.05e-03      6.79e-02    6.18e-02    1.6e-04
 182400      8.24e-01    8.40e-01      2.75e-03    2.15e-03      6.54e-02    6.67e-02    1.6e-04
 182500      8.34e-01    7.61e-01      1.05e-03    1.31e-03      6.62e-02    6.04e-02    1.6e-04
 182600      8.63e-01    8.63e-01      2.34e-03    8.64e-04      6.85e-02    6.85e-02    1.6e-04
 182700      8.41e-01    8.29e-01      6.26e-03    5.59e-03      6.65e-02    6.56e-02    1.6e-04
 182800      7.93e-01    7.72e-01      1.67e-03    1.71e-03      6.30e-02    6.12e-02    1.6e-04
 182900      8.39e-01    7.68e-01      2.29e-03    2.58e-03      6.66e-02    6.09e-02    1.6e-04
 183000      7.99e-01    7.95e-01      2.44e-03    1.96e-03      6.34e-02    6.31e-02    1.6e-04
 183100      8.18e-01    1.03e+00      1.80e-03    9.69e-05      6.49e-02    8.16e-02    1.6e-04
 183200      8.14e-01    7.41e-01      8.36e-04    1.77e-03      6.47e-02    5.88e-02    1.6e-04
 183300      8.03e-01    8.09e-01      5.54e-04    9.27e-04      6.37e-02    6.42e-02    1.6e-04
 183400      8.72e-01    7.76e-01      7.50e-04    1.09e-03      6.92e-02    6.16e-02    1.6e-04
 183500      8.74e-01    7.59e-01      1.78e-03    1.65e-03      6.93e-02    6.02e-02    1.6e-04
 183600      8.87e-01    7.97e-01      4.46e-03    3.66e-03      7.03e-02    6.32e-02    1.6e-04
 183700      8.30e-01    8.46e-01      5.38e-04    2.06e-04      6.59e-02    6.72e-02    1.6e-04
 183800      8.57e-01    8.21e-01      2.16e-03    2.74e-03      6.80e-02    6.52e-02    1.6e-04
 183900      8.51e-01    8.13e-01      5.14e-03    4.67e-03      6.74e-02    6.44e-02    1.6e-04
 184000      8.52e-01    1.11e+00      1.15e-03    1.56e-03      6.76e-02    8.77e-02    1.6e-04
 184100      8.22e-01    8.61e-01      1.32e-03    1.52e-03      6.53e-02    6.84e-02    1.6e-04
 184200      7.75e-01    7.14e-01      2.12e-03    2.13e-03      6.15e-02    5.66e-02    1.6e-04
 184300      8.06e-01    7.63e-01      6.53e-04    3.07e-04      6.39e-02    6.06e-02    1.6e-04
 184400      8.40e-01    9.36e-01      2.32e-03    1.19e-03      6.67e-02    7.43e-02    1.6e-04
 184500      8.44e-01    8.17e-01      2.57e-04    3.12e-04      6.70e-02    6.48e-02    1.6e-04
 184600      7.43e-01    7.22e-01      8.91e-04    2.25e-03      5.90e-02    5.73e-02    1.6e-04
 184700      8.01e-01    9.94e-01      4.73e-03    4.80e-03      6.34e-02    7.88e-02    1.6e-04
 184800      8.30e-01    8.26e-01      1.84e-03    1.29e-03      6.59e-02    6.56e-02    1.6e-04
 184900      8.32e-01    8.70e-01      1.26e-03    1.36e-03      6.61e-02    6.91e-02    1.6e-04
 185000      7.86e-01    7.87e-01      5.82e-03    5.22e-03      6.37e-02    6.38e-02    1.5e-04
 185100      7.76e-01    8.92e-01      3.71e-03    2.67e-03      6.31e-02    7.26e-02    1.5e-04
 185200      8.54e-01    8.38e-01      2.32e-03    1.11e-03      6.95e-02    6.82e-02    1.5e-04
 185300      8.25e-01    7.77e-01      8.29e-04    2.05e-04      6.71e-02    6.33e-02    1.5e-04
 185400      7.94e-01    8.05e-01      3.40e-03    1.91e-03      6.46e-02    6.55e-02    1.5e-04
 185500      7.89e-01    7.54e-01      1.96e-03    2.12e-03      6.42e-02    6.13e-02    1.5e-04
 185600      8.34e-01    6.95e-01      1.04e-03    6.61e-04      6.79e-02    5.66e-02    1.5e-04
 185700      8.16e-01    7.78e-01      2.15e-03    2.05e-03      6.64e-02    6.34e-02    1.5e-04
 185800      8.28e-01    7.01e-01      2.05e-03    9.21e-04      6.74e-02    5.71e-02    1.5e-04
 185900      7.79e-01    7.67e-01      2.47e-03    3.13e-03      6.34e-02    6.24e-02    1.5e-04
 186000      7.98e-01    8.69e-01      4.09e-03    1.98e-03      6.49e-02    7.07e-02    1.5e-04
 186100      7.92e-01    7.10e-01      2.61e-03    2.73e-03      6.44e-02    5.77e-02    1.5e-04
 186200      8.26e-01    8.36e-01      6.81e-04    1.40e-03      6.72e-02    6.81e-02    1.5e-04
 186300      8.07e-01    7.72e-01      8.63e-04    4.28e-04      6.57e-02    6.28e-02    1.5e-04
 186400      8.45e-01    8.75e-01      5.72e-04    1.49e-03      6.88e-02    7.13e-02    1.5e-04
 186500      7.82e-01    7.67e-01      1.71e-03    2.34e-03      6.36e-02    6.24e-02    1.5e-04
 186600      8.12e-01    8.15e-01      4.59e-04    1.06e-03      6.61e-02    6.63e-02    1.5e-04
 186700      8.03e-01    8.92e-01      3.91e-03    4.19e-03      6.53e-02    7.25e-02    1.5e-04
 186800      8.08e-01    7.52e-01      4.54e-03    3.44e-03      6.56e-02    6.11e-02    1.5e-04
 186900      8.24e-01    8.28e-01      1.98e-03    2.66e-03      6.71e-02    6.74e-02    1.5e-04
 187000      8.58e-01    8.24e-01      2.85e-03    3.28e-03      6.98e-02    6.70e-02    1.5e-04
 187100      8.03e-01    7.59e-01      4.08e-03    4.30e-03      6.52e-02    6.16e-02    1.5e-04
 187200      8.47e-01    8.29e-01      1.00e-03    9.72e-04      6.89e-02    6.75e-02    1.5e-04
 187300      8.38e-01    8.51e-01      6.17e-04    1.90e-04      6.83e-02    6.93e-02    1.5e-04
 187400      7.67e-01    9.26e-01      5.52e-04    1.82e-03      6.24e-02    7.54e-02    1.5e-04
 187500      7.70e-01    7.59e-01      1.66e-03    1.15e-03      6.27e-02    6.18e-02    1.5e-04
 187600      8.03e-01    8.75e-01      2.09e-03    2.41e-03      6.53e-02    7.12e-02    1.5e-04
 187700      8.22e-01    8.69e-01      4.79e-04    5.36e-04      6.69e-02    7.08e-02    1.5e-04
 187800      8.66e-01    7.38e-01      1.94e-03    8.18e-04      7.05e-02    6.01e-02    1.5e-04
 187900      8.01e-01    7.77e-01      1.42e-03    1.12e-03      6.52e-02    6.33e-02    1.5e-04
 188000      8.04e-01    7.88e-01      5.73e-04    7.99e-04      6.55e-02    6.41e-02    1.5e-04
 188100      7.85e-01    7.34e-01      7.32e-04    3.07e-04      6.39e-02    5.98e-02    1.5e-04
 188200      8.51e-01    7.87e-01      4.32e-04    5.39e-04      6.93e-02    6.41e-02    1.5e-04
 188300      7.67e-01    7.79e-01      9.68e-04    6.66e-04      6.25e-02    6.34e-02    1.5e-04
 188400      7.93e-01    7.98e-01      1.25e-03    6.79e-04      6.45e-02    6.50e-02    1.5e-04
 188500      8.14e-01    9.40e-01      6.07e-04    1.37e-03      6.63e-02    7.65e-02    1.5e-04
 188600      7.84e-01    7.22e-01      5.44e-04    1.23e-04      6.38e-02    5.88e-02    1.5e-04
 188700      7.89e-01    7.72e-01      1.77e-03    2.18e-03      6.42e-02    6.29e-02    1.5e-04
 188800      7.61e-01    8.83e-01      5.08e-04    3.55e-04      6.19e-02    7.19e-02    1.5e-04
 188900      8.08e-01    8.79e-01      5.08e-04    6.39e-04      6.58e-02    7.16e-02    1.5e-04
 189000      7.94e-01    7.85e-01      7.76e-04    2.84e-04      6.47e-02    6.40e-02    1.5e-04
 189100      8.05e-01    9.30e-01      4.74e-03    6.67e-03      6.54e-02    7.54e-02    1.5e-04
 189200      8.26e-01    8.31e-01      1.19e-03    7.32e-04      6.72e-02    6.76e-02    1.5e-04
 189300      7.61e-01    8.43e-01      4.43e-03    4.56e-03      6.18e-02    6.85e-02    1.5e-04
 189400      8.06e-01    7.93e-01      1.52e-03    2.18e-03      6.56e-02    6.46e-02    1.5e-04
 189500      8.03e-01    8.22e-01      6.30e-04    4.39e-04      6.54e-02    6.70e-02    1.5e-04
 189600      8.67e-01    7.45e-01      2.16e-03    5.00e-04      7.05e-02    6.06e-02    1.5e-04
 189700      7.59e-01    7.24e-01      4.19e-04    1.12e-03      6.18e-02    5.90e-02    1.5e-04
 189800      8.46e-01    8.25e-01      4.80e-03    3.17e-03      6.87e-02    6.71e-02    1.5e-04
 189900      8.62e-01    8.07e-01      2.40e-03    1.73e-03      7.02e-02    6.57e-02    1.5e-04
 190000      7.96e-01    7.36e-01      3.13e-03    3.58e-03      6.64e-02    6.14e-02    1.4e-04
 190100      8.09e-01    8.15e-01      6.85e-04    5.07e-04      6.75e-02    6.81e-02    1.4e-04
 190200      8.23e-01    6.71e-01      1.97e-03    7.48e-04      6.87e-02    5.60e-02    1.4e-04
 190300      8.12e-01    7.43e-01      1.24e-03    5.28e-04      6.78e-02    6.21e-02    1.4e-04
 190400      8.19e-01    7.56e-01      5.73e-03    5.64e-03      6.81e-02    6.29e-02    1.4e-04
 190500      7.46e-01    8.27e-01      3.85e-03    3.64e-03      6.22e-02    6.90e-02    1.4e-04
 190600      8.14e-01    7.30e-01      1.86e-03    2.03e-03      6.79e-02    6.09e-02    1.4e-04
 190700      7.94e-01    6.61e-01      2.26e-03    2.94e-03      6.63e-02    5.52e-02    1.4e-04
 190800      8.17e-01    7.49e-01      2.43e-04    2.84e-04      6.83e-02    6.26e-02    1.4e-04
 190900      7.82e-01    7.92e-01      2.40e-03    2.64e-03      6.53e-02    6.61e-02    1.4e-04
 191000      7.34e-01    8.26e-01      5.59e-04    1.04e-03      6.13e-02    6.90e-02    1.4e-04
 191100      7.48e-01    7.17e-01      2.60e-03    1.77e-03      6.24e-02    5.99e-02    1.4e-04
 191200      7.95e-01    7.90e-01      1.34e-03    1.56e-03      6.64e-02    6.60e-02    1.4e-04
 191300      7.67e-01    8.13e-01      6.19e-04    9.40e-05      6.41e-02    6.79e-02    1.4e-04
 191400      8.39e-01    8.05e-01      9.89e-04    1.85e-03      7.00e-02    6.72e-02    1.4e-04
 191500      7.71e-01    8.36e-01      5.60e-03    5.48e-03      6.41e-02    6.96e-02    1.4e-04
 191600      7.86e-01    6.96e-01      1.19e-03    6.53e-04      6.56e-02    5.81e-02    1.4e-04
 191700      7.96e-01    6.99e-01      1.04e-03    5.22e-05      6.65e-02    5.84e-02    1.4e-04
 191800      7.85e-01    6.84e-01      7.59e-04    7.45e-04      6.56e-02    5.71e-02    1.4e-04
 191900      8.11e-01    7.90e-01      5.01e-03    4.75e-03      6.75e-02    6.58e-02    1.4e-04
 192000      7.62e-01    7.63e-01      1.35e-03    6.78e-04      6.36e-02    6.38e-02    1.4e-04
 192100      7.70e-01    7.27e-01      1.43e-03    1.26e-03      6.43e-02    6.07e-02    1.4e-04
 192200      7.81e-01    7.43e-01      1.44e-03    1.96e-03      6.52e-02    6.21e-02    1.4e-04
 192300      8.26e-01    7.17e-01      1.39e-03    1.38e-03      6.90e-02    5.99e-02    1.4e-04
 192400      7.56e-01    8.02e-01      9.83e-04    6.61e-04      6.31e-02    6.70e-02    1.4e-04
 192500      8.33e-01    7.01e-01      8.28e-04    8.37e-04      6.96e-02    5.86e-02    1.4e-04
 192600      8.27e-01    8.32e-01      9.28e-04    7.36e-05      6.91e-02    6.95e-02    1.4e-04
 192700      8.00e-01    7.90e-01      2.35e-03    1.89e-03      6.68e-02    6.59e-02    1.4e-04
 192800      7.10e-01    6.85e-01      5.61e-04    1.73e-04      5.93e-02    5.72e-02    1.4e-04
 192900      8.07e-01    8.20e-01      3.89e-04    3.58e-05      6.75e-02    6.85e-02    1.4e-04
 193000      7.48e-01    7.48e-01      5.46e-03    5.78e-03      6.22e-02    6.22e-02    1.4e-04
 193100      7.60e-01    7.43e-01      2.28e-03    1.26e-03      6.35e-02    6.20e-02    1.4e-04
 193200      8.26e-01    7.41e-01      1.45e-03    7.38e-04      6.90e-02    6.19e-02    1.4e-04
 193300      7.95e-01    7.12e-01      9.19e-04    7.85e-04      6.64e-02    5.95e-02    1.4e-04
 193400      8.05e-01    7.79e-01      1.08e-03    1.01e-03      6.72e-02    6.51e-02    1.4e-04
 193500      7.24e-01    7.30e-01      4.32e-03    2.89e-03      6.03e-02    6.09e-02    1.4e-04
 193600      7.36e-01    7.80e-01      1.08e-03    1.15e-03      6.15e-02    6.51e-02    1.4e-04
 193700      7.55e-01    7.19e-01      3.94e-03    3.31e-03      6.29e-02    6.00e-02    1.4e-04
 193800      8.12e-01    7.61e-01      1.05e-03    1.33e-03      6.79e-02    6.35e-02    1.4e-04
 193900      8.26e-01    7.48e-01      3.85e-03    3.39e-03      6.89e-02    6.24e-02    1.4e-04
 194000      7.85e-01    7.17e-01      6.82e-04    7.36e-04      6.56e-02    5.99e-02    1.4e-04
 194100      8.07e-01    7.63e-01      3.95e-03    4.41e-03      6.73e-02    6.36e-02    1.4e-04
 194200      8.49e-01    7.29e-01      3.25e-03    2.74e-03      7.08e-02    6.09e-02    1.4e-04
 194300      7.25e-01    7.75e-01      1.32e-03    5.54e-04      6.06e-02    6.47e-02    1.4e-04
 194400      7.47e-01    7.78e-01      2.27e-03    1.90e-03      6.24e-02    6.50e-02    1.4e-04
 194500      8.33e-01    7.37e-01      1.08e-03    2.99e-04      6.96e-02    6.15e-02    1.4e-04
 194600      7.97e-01    8.00e-01      7.62e-04    9.92e-04      6.66e-02    6.69e-02    1.4e-04
 194700      7.27e-01    7.63e-01      2.56e-03    2.25e-03      6.07e-02    6.37e-02    1.4e-04
 194800      7.86e-01    7.24e-01      1.09e-03    7.09e-04      6.57e-02    6.05e-02    1.4e-04
 194900      8.09e-01    7.74e-01      7.00e-03    4.43e-03      6.72e-02    6.45e-02    1.4e-04
 195000      7.64e-01    7.14e-01      1.66e-03    1.77e-03      6.55e-02    6.12e-02    1.4e-04
 195100      6.92e-01    6.85e-01      5.21e-03    5.67e-03      5.90e-02    5.84e-02    1.4e-04
 195200      7.97e-01    6.96e-01      4.25e-04    1.15e-03      6.83e-02    5.96e-02    1.4e-04
 195300      8.05e-01    7.34e-01      5.26e-03    4.69e-03      6.87e-02    6.27e-02    1.4e-04
 195400      7.61e-01    7.56e-01      2.56e-03    2.31e-03      6.51e-02    6.47e-02    1.4e-04
 195500      7.54e-01    7.49e-01      2.64e-03    2.28e-03      6.45e-02    6.41e-02    1.4e-04
 195600      7.34e-01    7.57e-01      7.25e-03    6.32e-03      6.24e-02    6.45e-02    1.4e-04
 195700      7.66e-01    6.64e-01      1.76e-03    1.31e-03      6.56e-02    5.68e-02    1.4e-04
 195800      7.24e-01    7.47e-01      2.74e-03    2.91e-03      6.19e-02    6.39e-02    1.4e-04
 195900      7.73e-01    6.48e-01      5.21e-04    7.71e-04      6.62e-02    5.55e-02    1.4e-04
 196000      7.70e-01    8.55e-01      4.33e-04    8.49e-05      6.60e-02    7.33e-02    1.4e-04
 196100      8.01e-01    8.54e-01      1.31e-03    2.29e-04      6.86e-02    7.32e-02    1.4e-04
 196200      8.27e-01    7.85e-01      1.52e-03    1.05e-03      7.08e-02    6.73e-02    1.4e-04
 196300      7.31e-01    7.57e-01      2.43e-03    1.85e-03      6.26e-02    6.49e-02    1.4e-04
 196400      7.30e-01    7.17e-01      1.04e-03    6.94e-04      6.26e-02    6.14e-02    1.4e-04
 196500      7.75e-01    8.17e-01      1.13e-03    2.15e-03      6.64e-02    7.00e-02    1.4e-04
 196600      8.32e-01    6.94e-01      2.13e-03    2.92e-03      7.12e-02    5.94e-02    1.4e-04
 196700      7.94e-01    6.90e-01      2.12e-04    3.32e-04      6.80e-02    5.91e-02    1.4e-04
 196800      7.38e-01    7.56e-01      1.76e-03    4.94e-04      6.32e-02    6.48e-02    1.4e-04
 196900      8.41e-01    7.61e-01      2.44e-03    2.11e-03      7.20e-02    6.52e-02    1.4e-04
 197000      7.33e-01    7.10e-01      9.52e-04    8.47e-05      6.28e-02    6.09e-02    1.4e-04
 197100      6.96e-01    7.61e-01      6.77e-04    6.79e-04      5.97e-02    6.52e-02    1.4e-04
 197200      7.39e-01    8.01e-01      3.24e-03    3.79e-03      6.32e-02    6.85e-02    1.4e-04
 197300      7.71e-01    8.17e-01      1.75e-03    1.73e-03      6.60e-02    7.00e-02    1.4e-04
 197400      7.37e-01    8.17e-01      2.62e-03    3.08e-03      6.31e-02    6.99e-02    1.4e-04
 197500      7.46e-01    7.57e-01      5.60e-03    4.96e-03      6.37e-02    6.46e-02    1.4e-04
 197600      7.41e-01    6.65e-01      1.25e-03    1.08e-03      6.35e-02    5.70e-02    1.4e-04
 197700      7.54e-01    7.27e-01      1.21e-03    1.72e-03      6.46e-02    6.23e-02    1.4e-04
 197800      7.84e-01    7.06e-01      4.80e-04    1.11e-03      6.72e-02    6.05e-02    1.4e-04
 197900      7.53e-01    6.72e-01      1.65e-03    2.19e-03      6.45e-02    5.75e-02    1.4e-04
 198000      7.58e-01    1.04e+00      5.99e-03    4.02e-03      6.46e-02    8.87e-02    1.4e-04
 198100      7.55e-01    7.52e-01      2.78e-03    2.41e-03      6.46e-02    6.44e-02    1.4e-04
 198200      7.55e-01    7.51e-01      1.95e-03    2.43e-03      6.46e-02    6.43e-02    1.4e-04
 198300      7.94e-01    7.81e-01      3.61e-03    3.08e-03      6.79e-02    6.69e-02    1.4e-04
 198400      7.06e-01    7.96e-01      2.44e-03    1.15e-03      6.04e-02    6.82e-02    1.4e-04
 198500      7.70e-01    7.64e-01      8.05e-04    9.48e-04      6.60e-02    6.55e-02    1.4e-04
 198600      7.53e-01    7.43e-01      1.84e-03    1.05e-03      6.45e-02    6.37e-02    1.4e-04
 198700      7.57e-01    6.90e-01      4.89e-03    5.33e-03      6.47e-02    5.89e-02    1.4e-04
 198800      7.31e-01    1.02e+00      4.75e-04    4.28e-04      6.26e-02    8.72e-02    1.4e-04
 198900      7.50e-01    8.43e-01      5.84e-03    4.74e-03      6.39e-02    7.20e-02    1.4e-04
 199000      7.49e-01    7.94e-01      6.94e-04    7.10e-04      6.42e-02    6.81e-02    1.4e-04
 199100      7.84e-01    7.78e-01      2.05e-03    2.42e-03      6.72e-02    6.66e-02    1.4e-04
 199200      7.35e-01    7.71e-01      3.87e-03    3.21e-03      6.28e-02    6.60e-02    1.4e-04
 199300      6.97e-01    7.96e-01      4.02e-03    4.02e-03      5.96e-02    6.81e-02    1.4e-04
 199400      7.59e-01    8.38e-01      1.53e-03    2.33e-04      6.50e-02    7.18e-02    1.4e-04
 199500      7.41e-01    9.43e-01      3.94e-03    3.88e-03      6.33e-02    8.07e-02    1.4e-04
 199600      7.88e-01    7.61e-01      8.27e-04    3.36e-04      6.75e-02    6.52e-02    1.4e-04
 199700      7.70e-01    7.26e-01      3.18e-03    3.88e-03      6.59e-02    6.21e-02    1.4e-04
 199800      7.56e-01    7.59e-01      5.61e-04    3.51e-04      6.48e-02    6.50e-02    1.4e-04
 199900      7.49e-01    6.46e-01      5.23e-04    1.52e-03      6.41e-02    5.53e-02    1.4e-04
 200000      7.80e-01    6.69e-01      3.46e-03    3.51e-03      6.84e-02    5.87e-02    1.3e-04
 200100      7.15e-01    7.87e-01      3.12e-03    4.06e-03      6.28e-02    6.91e-02    1.3e-04
 200200      7.05e-01    6.93e-01      9.88e-04    1.54e-03      6.20e-02    6.09e-02    1.3e-04
 200300      7.87e-01    7.68e-01      3.94e-03    4.34e-03      6.90e-02    6.73e-02    1.3e-04
 200400      7.70e-01    6.92e-01      1.08e-03    1.95e-03      6.77e-02    6.08e-02    1.3e-04
 200500      7.22e-01    7.57e-01      7.30e-04    2.01e-04      6.34e-02    6.65e-02    1.3e-04
 200600      7.21e-01    8.12e-01      3.33e-04    4.83e-04      6.34e-02    7.14e-02    1.3e-04
 200700      7.35e-01    6.97e-01      1.84e-03    1.40e-03      6.46e-02    6.12e-02    1.3e-04
 200800      7.29e-01    7.34e-01      2.28e-03    1.81e-03      6.40e-02    6.45e-02    1.3e-04
 200900      7.41e-01    8.22e-01      1.73e-03    1.31e-03      6.51e-02    7.23e-02    1.3e-04
 201000      7.70e-01    6.24e-01      6.93e-04    7.46e-04      6.77e-02    5.48e-02    1.3e-04
 201100      7.79e-01    7.14e-01      1.66e-04    3.67e-05      6.85e-02    6.28e-02    1.3e-04
 201200      7.62e-01    9.61e-01      1.87e-03    9.29e-04      6.69e-02    8.45e-02    1.3e-04
 201300      7.69e-01    7.74e-01      7.91e-03    6.76e-03      6.70e-02    6.76e-02    1.3e-04
 201400      7.55e-01    6.45e-01      3.48e-03    2.29e-03      6.62e-02    5.67e-02    1.3e-04
 201500      7.66e-01    7.06e-01      7.16e-04    1.13e-03      6.73e-02    6.21e-02    1.3e-04
 201600      7.55e-01    6.73e-01      2.12e-03    1.48e-03      6.63e-02    5.91e-02    1.3e-04
 201700      7.02e-01    7.03e-01      1.09e-03    9.07e-04      6.17e-02    6.18e-02    1.3e-04
 201800      7.01e-01    7.44e-01      1.08e-03    3.37e-04      6.16e-02    6.54e-02    1.3e-04
 201900      7.28e-01    9.27e-01      4.59e-03    4.50e-03      6.38e-02    8.13e-02    1.3e-04
 202000      7.80e-01    7.49e-01      1.26e-03    1.91e-03      6.86e-02    6.58e-02    1.3e-04
 202100      8.10e-01    8.46e-01      5.14e-04    1.83e-04      7.12e-02    7.44e-02    1.3e-04
 202200      7.53e-01    6.72e-01      9.53e-04    1.06e-04      6.61e-02    5.90e-02    1.3e-04
 202300      7.28e-01    7.93e-01      2.86e-03    3.43e-03      6.39e-02    6.96e-02    1.3e-04
 202400      7.03e-01    7.24e-01      3.72e-03    3.48e-03      6.17e-02    6.35e-02    1.3e-04
 202500      7.24e-01    7.51e-01      2.54e-03    1.11e-03      6.36e-02    6.60e-02    1.3e-04
 202600      7.01e-01    7.34e-01      1.04e-03    4.60e-04      6.16e-02    6.45e-02    1.3e-04
 202700      7.00e-01    6.88e-01      3.42e-03    2.68e-03      6.14e-02    6.04e-02    1.3e-04
 202800      7.73e-01    7.23e-01      1.89e-03    1.03e-03      6.79e-02    6.35e-02    1.3e-04
 202900      7.19e-01    7.34e-01      1.44e-03    4.06e-04      6.32e-02    6.45e-02    1.3e-04
 203000      7.15e-01    7.35e-01      5.04e-03    4.13e-03      6.26e-02    6.44e-02    1.3e-04
 203100      7.22e-01    7.40e-01      1.20e-03    1.04e-03      6.34e-02    6.50e-02    1.3e-04
 203200      7.49e-01    6.62e-01      2.16e-03    1.28e-03      6.58e-02    5.82e-02    1.3e-04
 203300      7.41e-01    7.42e-01      5.41e-03    3.89e-03      6.49e-02    6.50e-02    1.3e-04
 203400      7.48e-01    7.68e-01      2.14e-03    2.09e-03      6.57e-02    6.75e-02    1.3e-04
 203500      7.83e-01    6.69e-01      1.44e-03    1.10e-03      6.88e-02    5.88e-02    1.3e-04
 203600      7.77e-01    6.71e-01      3.24e-03    3.10e-03      6.82e-02    5.89e-02    1.3e-04
 203700      7.81e-01    6.43e-01      5.48e-04    2.21e-04      6.86e-02    5.65e-02    1.3e-04
 203800      7.27e-01    8.37e-01      2.59e-03    2.26e-03      6.38e-02    7.36e-02    1.3e-04
 203900      6.69e-01    6.77e-01      2.24e-03    1.96e-03      5.88e-02    5.94e-02    1.3e-04
 204000      7.88e-01    6.77e-01      4.27e-03    4.66e-03      6.91e-02    5.93e-02    1.3e-04
 204100      7.00e-01    7.66e-01      1.41e-03    1.42e-03      6.15e-02    6.73e-02    1.3e-04
 204200      7.84e-01    6.44e-01      1.04e-03    1.23e-03      6.89e-02    5.66e-02    1.3e-04
 204300      7.28e-01    6.90e-01      9.67e-04    1.37e-03      6.39e-02    6.07e-02    1.3e-04
 204400      7.09e-01    7.42e-01      1.97e-03    1.44e-03      6.23e-02    6.52e-02    1.3e-04
 204500      7.64e-01    7.52e-01      3.12e-04    2.91e-04      6.72e-02    6.61e-02    1.3e-04
 204600      7.38e-01    7.49e-01      3.40e-03    3.76e-03      6.47e-02    6.57e-02    1.3e-04
 204700      7.87e-01    7.86e-01      1.96e-03    2.44e-03      6.91e-02    6.90e-02    1.3e-04
 204800      7.15e-01    7.95e-01      5.86e-04    4.36e-04      6.28e-02    6.99e-02    1.3e-04
 204900      7.54e-01    7.35e-01      9.62e-04    8.57e-04      6.63e-02    6.46e-02    1.3e-04
 205000      7.44e-01    7.15e-01      2.37e-03    1.36e-03      6.70e-02    6.45e-02    1.2e-04
 205100      6.87e-01    6.64e-01      3.20e-03    2.76e-03      6.19e-02    5.98e-02    1.2e-04
 205200      7.05e-01    7.07e-01      1.04e-03    5.79e-04      6.35e-02    6.38e-02    1.2e-04
 205300      6.67e-01    6.68e-01      3.71e-03    4.50e-03      6.00e-02    6.00e-02    1.2e-04
 205400      6.71e-01    6.70e-01      2.09e-03    2.99e-03      6.04e-02    6.03e-02    1.2e-04
 205500      6.93e-01    8.01e-01      1.56e-03    1.41e-03      6.25e-02    7.22e-02    1.2e-04
 205600      7.44e-01    6.18e-01      5.86e-03    4.43e-03      6.67e-02    5.55e-02    1.2e-04
 205700      7.67e-01    7.70e-01      4.10e-03    2.29e-03      6.90e-02    6.93e-02    1.2e-04
 205800      7.48e-01    6.50e-01      9.38e-04    4.09e-04      6.74e-02    5.86e-02    1.2e-04
 205900      7.56e-01    7.04e-01      8.84e-04    8.75e-04      6.81e-02    6.34e-02    1.2e-04
 206000      7.23e-01    7.13e-01      1.48e-03    1.19e-03      6.52e-02    6.42e-02    1.2e-04
 206100      7.48e-01    6.65e-01      2.08e-03    1.29e-03      6.74e-02    5.99e-02    1.2e-04
 206200      7.09e-01    7.05e-01      2.23e-03    9.92e-04      6.39e-02    6.35e-02    1.2e-04
 206300      7.00e-01    6.30e-01      6.16e-04    2.17e-05      6.31e-02    5.68e-02    1.2e-04
 206400      6.58e-01    6.08e-01      4.45e-04    7.18e-04      5.93e-02    5.48e-02    1.2e-04
 206500      7.27e-01    7.14e-01      2.59e-04    7.76e-04      6.56e-02    6.43e-02    1.2e-04
 206600      7.39e-01    7.57e-01      1.60e-03    2.45e-03      6.66e-02    6.82e-02    1.2e-04
 206700      7.24e-01    6.47e-01      3.48e-03    3.70e-03      6.51e-02    5.82e-02    1.2e-04
 206800      6.88e-01    7.00e-01      3.50e-03    3.96e-03      6.19e-02    6.29e-02    1.2e-04
 206900      7.09e-01    6.53e-01      5.80e-04    5.55e-04      6.40e-02    5.89e-02    1.2e-04
 207000      7.16e-01    6.67e-01      6.32e-04    3.26e-04      6.46e-02    6.01e-02    1.2e-04
 207100      7.10e-01    6.63e-01      2.72e-03    1.24e-03      6.39e-02    5.98e-02    1.2e-04
 207200      6.83e-01    7.04e-01      1.98e-03    2.33e-03      6.15e-02    6.34e-02    1.2e-04
